Country,Region-Geo,Continent,Region,Year,Leap Year,ChildrenPerWoman,IncomePerPerson,Infantmortality,LifeExpectancy,Populationtotal,Populationdensity
Burundi,Africa - Eastern,Africa,Sub-Saharan Africa,1956,[1956],6.821,744.0092503,,40.081,2734574,98.246
Cambodia,Asia - South Eastern,Asia,East Asia & Pacific,1956,[1956],6.95,1996.074324,,40.835,4945074,27.316
Cameroon,Africa - Central,Africa,Sub-Saharan Africa,1956,[1956],5.485,2568.778961,190.3,39.84,4994394,10.505
Canada,America - North,North America,America,1956,[1956],3.841,25111.09893,31.5,70.04,16174093,1.622
Cayman Islands,America - Central,Central and South America,America,1956,[1956],,23145.80044,,,7015,26.572
Central African Republic,America - Central,Central and South America,Sub-Saharan Africa,1956,[1956],5.692,2334.533301,,34.87,1417223,
Chad,Africa - Central,Africa,Sub-Saharan Africa,1956,[1956],6.169,2563.980837,,36.966,2724017,2.122
Channel Islands,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],2.156,,,70.19,106226,544.749
Chile,America - South,Central and South America,America,1956,[1956],5.408,8009.044116,121.1,55.715,6931486,9.161
China,Asia - Eastern,Asia,East Asia & Pacific,1956,[1956],5.605,1430.987025,,50.44528,618226224,64.419
Colombia,America - South,Central and South America,America,1956,[1956],6.767,4642.0365,104,54.041,14229713,12.494
Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,1956,[1956],6.46,2386.226286,,41.91,178791,96.073
Cook Islands,Oceania,Oceania,East Asia & Pacific,1956,[1956],,,99.9,,,70.932
Costa Rica,America - Central,Central and South America,America,1956,[1956],7.047,5719.750225,99.91,59.28,1166887,22.835
Cote d'Ivoire,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],7.042,2956.013649,235.1,34.134,3172308,9.838
Croatia,Europe - Southern,Europe,Europe & Central Asia,1956,[1956],2.498,7502.303621,,62.97,3984346,70.472
Cuba,America - Central,Central and South America,America,1956,[1956],3.665,10858.47901,34,61.457,6646398,59.953
Cyprus,Asia - Western,Asia,Europe & Central Asia,1956,[1956],3.546,7365.209227,,68.18,539596,58.328
Czech Republic,Europe - Eastern,Europe,Europe & Central Asia,1956,[1956],2.446,15711.16251,,69.37,9317119,
Denmark,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],2.59,19430.24665,24,72.05,4466552,103.647
Djibouti,Africa - Eastern,Africa,Middle East & North Africa,1956,[1956],6.354,5673.685422,,42.331,72203,3.112
Dominica,America - Central,Central and South America,America,1956,[1956],,4694.300896,,,55545,73.961
Dominican Republic,America - Central,Central and South America,America,1956,[1956],7.676,3003.30513,,48.751,2890455,
East Germany,Europe - Eastern,Europe,Europe & Central Asia,1956,[1956],,,47,,,
Ecuador,America - South,Central and South America,America,1956,[1956],6.723,7435.660243,132.4,50.467,3967916,13.993
Egypt,Africa - Northern,Africa,Middle East & North Africa,1956,[1956],6.661,2853.14296,225.8,45.096,25086028,25.05
El Salvador,America - Central,Central and South America,America,1956,[1956],6.531,6693.187904,133.9,48.108,2489824,118.332
Equatorial Guinea,Africa - Central,Africa,Sub-Saharan Africa,1956,[1956],5.495,836.6870739,,35.536,239826,8.55
Eritrea,Africa - Eastern,Africa,Middle East & North Africa,1956,[1956],6.984,706.286072,,36.527,1292970,10.995
Eritrea and Ethiopia,Africa - Eastern,Africa,Middle East & North Africa,1956,[1956],,,,,23915607,
Estonia,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],2.007,9785.792263,,67.039,1170514,25.954
Ethiopia,Africa - Eastern,Africa,Sub-Saharan Africa,1956,[1956],6.948,777.5838758,,35.807,20706078,18.75
Faeroe Islands,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],,,,,32299,23.087
Falkland Islands (Malvinas),Europe - Northern,Europe,America,1956,[1956],,,,,,0.18
Fiji,Oceania,Oceania,East Asia & Pacific,1956,[1956],6.871,3689.953806,64.8,54.018,345732,18.919
Finland,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],2.91,14555.56832,27.8,67.99,4278702,12.653
France,Europe - Western,Europe,Europe & Central Asia,1956,[1956],2.685,17572.61577,31.1,68.5,43831475,79.477
French Guiana,America - South,Central and South America,America,1956,[1956],4.925,6809.059752,,55.217,29136,0.324
French Polynesia,Oceania,Oceania,East Asia & Pacific,1956,[1956],5.938,18702.7647,,53.55,71167,17.792
Gabon,Africa - Central,Africa,Sub-Saharan Africa,1956,[1956],4.115,9667.262212,,38.433,477456,1.784
Gambia,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],5.404,1030.914681,158.9,31.131,319468,28.284
Georgia,Asia - Western,Asia,Europe & Central Asia,1956,[1956],2.919,4199.779512,,62.046,3903604,56.006
Germany,Europe - Western,Europe,Europe & Central Asia,1956,[1956],2.247,19385.21687,,68.678,70769436,198.221
Ghana,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],6.58,2078.237914,131.8,43.956,5943367,24.916
Gibraltar,Europe - Southern,Europe,Europe & Central Asia,1956,[1956],,,,,21065,3510.833
Greece,Europe - Southern,Europe,Europe & Central Asia,1956,[1956],2.281,8667.28374,50.2,66.655,8046802,60.98
Greenland,America - North,North America,America,1956,[1956],6.67,14017.42342,,,27477,0.013
Grenada,America - Central,Central and South America,America,1956,[1956],6.59,3026.489745,,58.186,82778,240.634
Guadeloupe,America - Central,Central and South America,America,1956,[1956],5.615,5490.892639,,56.106,244112,143.174
Guam,Oceania,Oceania,East Asia & Pacific,1956,[1956],5.762,,,58.909,63718,116.062
Guatemala,America - Central,Central and South America,America,1956,[1956],6.682,5101.903465,,43.454,3728613,34.242
Guernsey,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],,21749.99864,,,46277,
Guinea,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],6.046,1130.849928,,33.979,3343673,13.6
Guinea-Bissau,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],6.137,1032.994306,,,573864,15.886
Guyana,America - South,Central and South America,America,1956,[1956],5.883,4912.844537,81.3,57.69,498187,2.317
Haiti,America - Central,Central and South America,America,1956,[1956],6.303,3743.161453,217.8,39.789,3580755,129.036
Holy See,Europe - Southern,Europe,Europe & Central Asia,1956,[1956],,,,,910,2068.182
Honduras,America - Central,Central and South America,America,1956,[1956],7.508,4382.400493,163.2,43.671,1768277,15.776
Hong Kong China,Asia - Eastern,Asia,East Asia & Pacific,1956,[1956],,7013.198016,,,,
Hungary,Europe - Eastern,Europe,Europe & Central Asia,1956,[1956],2.434,11075.44475,64.4,66.04,9868650,106.078
Iceland,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],4.146,18978.0482,19.4,72.98,161597,1.569
India,Asia - Southern,Asia,South Asia,1956,[1956],5.908,1302.248932,176.1,38.578,414120476,125.977
Indonesia,Asia - South Eastern,Asia,East Asia & Pacific,1956,[1956],5.647,1609.66902,167.1,41.404,83701632,43.948
Iran,Asia - Southern,Asia,Middle East & North Africa,1956,[1956],6.911,5369.914419,,42.632,19904579,12.077
Iraq,Asia - Western,Asia,Middle East & North Africa,1956,[1956],6.34,12108.31035,164.6,42.963,6714083,15.318
Ireland,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],3.496,11149.07433,35.3,69.01,2884992,41.054
Isle of Man,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],,12641.32465,,,51376,89.818
Israel,Asia - Western,Asia,Middle East & North Africa,1956,[1956],3.964,10416.1104,40,67.223,1796115,81.107
Italy,Europe - Southern,Europe,Europe & Central Asia,1956,[1956],2.281,11916.50478,49.4,67.64,48401893,160.634
Jamaica,America - Central,Central and South America,America,1956,[1956],4.867,8440.992726,73,61.518,1559843,141.92
Japan,Asia - Eastern,Asia,East Asia & Pacific,1956,[1956],2.32,8117.676139,39.2,65.63,89261611,236.221
Jersey,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],,,,,60413,
Jordan,Asia - Western,Asia,Middle East & North Africa,1956,[1956],7.308,3835.052192,133.2,49.43,693790,7.766
Kazakhstan,Asia - Central,Asia,Europe & Central Asia,1956,[1956],4.549,8527.50124,,56.659,8370674,3.072
Kenya,Africa - Eastern,Africa,Sub-Saharan Africa,1956,[1956],7.7,1882.925143,139.7,43.894,7186225,12.382
Kiribati,Oceania,Oceania,East Asia & Pacific,1956,[1956],6.662,6192.534505,,45.099,29649,40.839
Kuwait,Asia - Western,Asia,Middle East & North Africa,1956,[1956],7.196,237362.6006,,56.813,202317,11.355
Kyrgyzstan,Asia - Central,Asia,Europe & Central Asia,1956,[1956],4.715,3799.170841,,54.415,1946540,
Latvia,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],1.97,7527.994895,,66.396,2035877,31.515
Lebanon,Asia - Western,Asia,Middle East & North Africa,1956,[1956],5.732,10070.68817,64.6,61.89,1683491,161.874
Lesotho,Africa - Southern,Africa,Sub-Saharan Africa,1956,[1956],5.863,658.3995951,153.7,44.248,799442,26.336
Liberia,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],6.321,1227.345523,221.9,33.832,1018303,9.144
Libya,Africa - Northern,Africa,Middle East & North Africa,1956,[1956],7.392,6771.456798,,37.597,1163569,0.661
Liechtenstein,Europe - Western,Europe,Europe & Central Asia,1956,[1956],,42255.48272,,,15127,94.544
Lithuania,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],2.697,13564.85315,,66.951,2651564,40.606
Luxembourg,Europe - Western,Europe,Europe & Central Asia,1956,[1956],2.17,31394.94469,,67.035,306598,118.561
Macao  China,Asia - Eastern,Asia,East Asia & Pacific,1956,[1956],,6526.331333,,,,
Madagascar,Africa - Eastern,Africa,Sub-Saharan Africa,1956,[1956],7.3,3120.059029,,38.02,4651404,7.923
Malawi,Africa - Eastern,Africa,Sub-Saharan Africa,1956,[1956],6.812,817.0388716,225.7,36.955,3232162,27.279
Malaysia,Asia - South Eastern,Asia,East Asia & Pacific,1956,[1956],6.261,3746.692591,81.6,57.032,7225097,21.904
Maldives,Asia - Southern,Asia,South Asia,1956,[1956],6.642,1038.665262,,34.003,81492,273.463
Mali,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],6.604,964.8445672,,27.705,4990311,4.024
Malta,Europe - Southern,Europe,Europe & Central Asia,1956,[1956],3.941,4438.237878,45.6,66.478,314436,995.051
Marshall Islands,Oceania,Oceania,East Asia & Pacific,1956,[1956],,6543.429805,,,13987,77.276
Martinique,America - Central,Central and South America,America,1956,[1956],5.746,8345.287131,,57.934,252801,229.402
Mauritania,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],6.632,1650.694046,140,40.749,764349,0.745
Mauritius,Africa - Eastern,Africa,Sub-Saharan Africa,1956,[1956],5.872,4037.725737,89,54.132,587465,287.973
Mayotte,Africa - Eastern,Africa,Sub-Saharan Africa,1956,[1956],7.91,,,51.316,19951,53.345
Mexico,America - Central,Central and South America,America,1956,[1956],6.79,7907.448581,,54.081,33599909,17.159
Monaco,Europe - Western,Europe,Europe & Central Asia,1956,[1956],,26216.14047,,,20737,13917.45
Mongolia,Asia - Eastern,Asia,East Asia & Pacific,1956,[1956],6.037,1769.101223,,45.013,873350,0.558
Montenegro,Europe - Southern,Europe,Europe & Central Asia,1956,[1956],3.863,6367.901542,,61.255,436342,31.592
Montserrat,America - Central,Central and South America,America,1956,[1956],,7836.503572,,,13890,136.176
Morocco,Africa - Northern,Africa,Middle East & North Africa,1956,[1956],6.819,3356.860708,154.6,46.874,10408363,23.308
Mozambique,Africa - Eastern,Africa,Sub-Saharan Africa,1956,[1956],6.6,988.041558,,33.056,7095498,8.852
Myanmar,Asia - South Eastern,Asia,East Asia & Pacific,1956,[1956],5.989,1105.742758,,39.96,19255085,28.46
Namibia,Africa - Southern,Africa,Sub-Saharan Africa,1956,[1956],6.069,5174.555745,,44.263,549482,0.667
Nauru,Oceania,Oceania,East Asia & Pacific,1956,[1956],,7542.293898,,,3760,179.048
Nepal,Asia - Southern,Asia,South Asia,1956,[1956],5.993,1208.616417,227.2,36.834,9091534,61.771
Netherlands,Europe - Western,Europe,Europe & Central Asia,1956,[1956],3.05,18989.9806,18.9,72.54,10822380,260.604
Netherlands Antilles,Europe - Western,Europe,America,1956,[1956],5.33,12196.90584,,63.43,125099,156.374
New Caledonia,Oceania,Oceania,East Asia & Pacific,1956,[1956],5.223,25904.73336,,53.504,69442,3.738
New Zealand,Oceania,Oceania,East Asia & Pacific,1956,[1956],3.47462,24373.40551,24.8,70.74,2182946,8.069
Nicaragua,America - Central,Central and South America,America,1956,[1956],7.497,6577.778874,139.3,44.474,1556566,11.974
Niger,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],6.948,1641.45409,,35.188,2911882,2.298
Nigeria,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],6.354,1082.520384,,35.368,42325458,45.818
Niue,Oceania,Oceania,East Asia & Pacific,1956,[1956],,,,,4702,18.085
North Korea,Asia - Eastern,Asia,East Asia & Pacific,1956,[1956],,,,,,81.559
Northern Mariana Islands,Oceania,Oceania,East Asia & Pacific,1956,[1956],,4881.514974,,,8427,18.162
Norway,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],2.86,10399.98183,20.5,73.49,3458366,8.979
Oman,Asia - Western,Asia,Middle East & North Africa,1956,[1956],7.251,2155.839893,,39.232,511231,1.652
Pakistan,Asia - Southern,Asia,South Asia,1956,[1956],6.6,733.7974462,214.7,42.357,41973583,52.724
Palau,Oceania,Oceania,East Asia & Pacific,1956,[1956],,12477.03135,,,8525,18.573
Panama,America - Central,Central and South America,America,1956,[1956],5.868,2750.551149,74.4,58.697,1005631,13.317
Papua New Guinea,Oceania,Oceania,East Asia & Pacific,1956,[1956],6.254,1057.259076,148.3,36.385,1847546,3.992
Paraguay,America - South,Central and South America,America,1956,[1956],6.51,2006.181608,63.6,63.051,1717573,4.223
Peru,America - South,Central and South America,America,1956,[1956],6.857,4157.300479,151.1,45.504,8901699,6.926
Philippines,Asia - South Eastern,Asia,East Asia & Pacific,1956,[1956],7.334,1513.276577,77.2,56.604,22729664,75.766
Poland,Europe - Eastern,Europe,Europe & Central Asia,1956,[1956],3.425,4576.687377,71,64.688,27650608,85.539
Portugal,Europe - Southern,Europe,Europe & Central Asia,1956,[1956],3.111,3639.99042,87.8,61.24,8724773,94.853
Puerto Rico,America - Central,Central and South America,America,1956,[1956],4.906,3738.966808,55,66.994,2264475,255.152
Qatar,Asia - Western,Asia,Middle East & North Africa,1956,[1956],6.971,11932.81362,,58.04,37490,3.408
Romania,Europe - Eastern,Europe,Europe & Central Asia,1956,[1956],2.867256637,3829.439685,82,62.387,17687296,74.194
Russian Federation,Europe - Eastern,Europe,Europe & Central Asia,1956,[1956],2.86,6291.566099,,66.165,113197858,6.629
Rwanda,Africa - Eastern,Africa,Sub-Saharan Africa,1956,[1956],8.118,532.7615924,140.6,41.056,2457436,93.304
Saint Helena,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],,1709.71761,,,4890,
Saint Kitts and Nevis,America - Central,Central and South America,America,1956,[1956],,2386.443126,,,49268,
Saint Lucia,America - Central,Central and South America,America,1956,[1956],6.798,1779.981425,,54.205,87403,
Saint Vincent and the Grenadines,America - Central,Central and South America,America,1956,[1956],7.373,1992.362414,,53.722,75073,
Saint-Pierre-et-Miquelon,America - North,North America,America,1956,[1956],,,,,4763,
Samoa,Oceania,Oceania,East Asia & Pacific,1956,[1956],7.633,2983.07929,,47.733,97054,34.283
San Marino,Europe - Southern,Europe,Europe & Central Asia,1956,[1956],,11750.01611,,,14044,230.23
Sao Tome and Principe,Africa - Central,Africa,Sub-Saharan Africa,1956,[1956],6.187,868.2120919,,48.09,59747,61.978
Saudi Arabia,Asia - Western,Asia,Middle East & North Africa,1956,[1956],7.165,8042.357973,,43.652,3625448,1.686
Senegal,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],6.762,1544.672693,128.5,37.001,2748861,13.973
Serbia,Europe - Southern,Europe,Europe & Central Asia,1956,[1956],2.853,4307.014876,,60.833,7298269,82.596
Seychelles,Africa - Eastern,Africa,Sub-Saharan Africa,1956,[1956],4.93,5135.942815,78,58.739,39312,86.4
Sierra Leone,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],5.849,981.9676148,218.2833096,29.528,2058740,28.697
Singapore,Asia - South Eastern,Asia,East Asia & Pacific,1956,[1956],6.538,3204.489283,47.2,63.095,1373111,2010.411
Slovak Republic,Europe - Eastern,Europe,Europe & Central Asia,1956,[1956],3.329,5797.496197,,68.37,3834942,78.211
Slovenia,Europe - Southern,Europe,Europe & Central Asia,1956,[1956],2.386,5068.952405,,67.301,1542741,76.162
Solomon Islands,Oceania,Oceania,East Asia & Pacific,1956,[1956],6.397,1086.131682,,47.158,116446,3.637
Somalia,Africa - Eastern,Africa,Sub-Saharan Africa,1956,[1956],7.25,1236.833051,,35.393,2577566,4.042
South Africa,Africa - Southern,Africa,Sub-Saharan Africa,1956,[1956],6.232,5370.008789,,47.222,15759932,12.907
South Sudan,Africa - Eastern,Africa,Sub-Saharan Africa,1956,[1956],6.685,1854.124459,,29.81,2152290,
Spain,Europe - Southern,Europe,Europe & Central Asia,1956,[1956],2.657,4462.540356,59.8,66.82,29328890,57.963
Sri Lanka,Asia - Southern,Asia,South Asia,1956,[1956],5.876,1084.424793,80.4,57.4,9167067,139.721
Sudan,Africa - Northern,Africa,Sub-Saharan Africa,1956,[1956],6.637,1844.530025,112.6,46.369,8367493,4.198
Suriname,America - South,Central and South America,America,1956,[1956],6.566,3650.526282,,57.981,257399,1.571
Swaziland,Africa - Southern,Africa,Sub-Saharan Africa,1956,[1956],6.693,1228.312196,147.3,42.901,315335,18.16
Sweden,Europe - Northern,Europe,Europe & Central Asia,1956,[1956],2.306,10896.49321,17.5,72.66,7303942,16.232
Switzerland,Europe - Western,Europe,Europe & Central Asia,1956,[1956],2.356,17501.93196,24.6,70.21,5026644,121.758
Taiwan,Asia - Eastern,Asia,East Asia & Pacific,1956,[1956],6.51,1737.365424,33,62.5,9825000,
Tajikistan,Asia - Central,Asia,Europe & Central Asia,1956,[1956],6.149,2742.066838,,54.496,1835763,12.829
Thailand,Asia - South Eastern,Asia,East Asia & Pacific,1956,[1956],6.143,810.6167294,115.8,53.097,24271352,47.302
Timor-Leste,Asia - South Eastern,Asia,East Asia & Pacific,1956,[1956],6.369,817.1199623,,31.719,468314,31.485
Togo,Africa - Western,Africa,Sub-Saharan Africa,1956,[1956],6.377,913.1647992,172.4,37.67,1491145,26.259
Tokelau,Oceania,Oceania,East Asia & Pacific,1956,[1956],,,,,1666,138.833
Tonga,Oceania,Oceania,East Asia & Pacific,1956,[1956],7.308,1523.972846,,59.925,56368,86.72
Trinidad and Tobago,America - Central,Central and South America,America,1956,[1956],5.339,3881.042738,63.5,59.922,744934,145.211
Tunisia,Africa - Northern,Africa,Middle East & North Africa,1956,[1956],6.824,1472.771748,,39.966,3928722,24.013
Turkey,Asia - Western,Asia,Europe & Central Asia,1956,[1956],6.502,2523.458495,187.7,42.76,25290730,32.277
Turkmenistan,Asia - Central,Asia,Europe & Central Asia,1956,[1956],5.927,4019.570271,,52.776,1397172,2.862
